Time_Index,SE3_nuclear,SE4_oil_peaker,SE1_biomass_chp,SE2_biomass_chp,SE3_biomass_chp,SE4_biomass_chp,SE1_onshore_wind,SE2_onshore_wind,SE3_onshore_wind,SE4_onshore_wind,SE4_offshore_wind,SE3_solar_pv,SE4_solar_pv,SE1_battery,SE2_battery,SE3_battery,SE4_battery,SE1_hydro_reservoir,SE2_hydro_reservoir,SE3_hydro_reservoir,SE4_hydro_reservoir
6409,1.0,1.0,1.0,1.0,1.0,1.0,0.31984,0.49746,0.39949,0.31829,0.23817,0.0,0.0,1.0,1.0,1.0,1.0,0.4598,0.42252,0.38635,0.32236
6410,1.0,1.0,1.0,1.0,1.0,1.0,0.25795,0.42537,0.37606,0.34365,0.24885,0.0,0.0,1.0,1.0,1.0,1.0,0.43755,0.42532,0.37843,0.33695
6411,1.0,1.0,1.0,1.0,1.0,1.0,0.33103,0.42631,0.34336,0.32338,0.3317,0.0,0.0,1.0,1.0,1.0,1.0,0.43752,0.4368,0.40821,0.34026
6412,1.0,1.0,1.0,1.0,1.0,1.0,0.36264,0.41469,0.36114,0.35633,0.40523,0.0,0.0,1.0,1.0,1.0,1.0,0.4471,0.42588,0.37948,0.34472
6413,1.0,1.0,1.0,1.0,1.0,1.0,0.42132,0.36073,0.34101,0.3883,0.37047,0.0,0.0,1.0,1.0,1.0,1.0,0.46178,0.42398,0.40628,0.34218
6414,1.0,1.0,1.0,1.0,1.0,1.0,0.38523,0.40042,0.3283,0.41121,0.34336,0.0,0.0,1.0,1.0,1.0,1.0,0.44742,0.42824,0.37891,0.34605
6415,1.0,1.0,1.0,1.0,1.0,1.0,0.33838,0.41992,0.35548,0.44303,0.41595,0.0,0.0,1.0,1.0,1.0,1.0,0.46249,0.43386,0.38031,0.32389
6416,1.0,1.0,1.0,1.0,1.0,1.0,0.32613,0.35382,0.4082,0.40213,0.34807,0.07845,0.09318,1.0,1.0,1.0,1.0,0.43818,0.43256,0.40427,0.34753
6417,1.0,1.0,1.0,1.0,1.0,1.0,0.30786,0.38188,0.42026,0.36832,0.30689,0.16019,0.19613,1.0,1.0,1.0,1.0,0.47104,0.44261,0.37994,0.33582
6418,1.0,1.0,1.0,1.0,1.0,1.0,0.34386,0.34945,0.39832,0.35802,0.2433,0.16122,0.19409,1.0,1.0,1.0,1.0,0.44927,0.43743,0.37893,0.34147
6419,1.0,1.0,1.0,1.0,1.0,1.0,0.33229,0.34525,0.38492,0.36275,0.17704,0.2722,0.34881,1.0,1.0,1.0,1.0,0.45639,0.4384,0.39516,0.32606
6420,1.0,1.0,1.0,1.0,1.0,1.0,0.39583,0.28363,0.32447,0.35913,0.21231,0.21663,0.27728,1.0,1.0,1.0,1.0,0.45399,0.43004,0.39664,0.32217
6421,1.0,1.0,1.0,1.0,1.0,1.0,0.3592,0.23474,0.30711,0.3632,0.22986,0.35417,0.41759,1.0,1.0,1.0,1.0,0.4649,0.4474,0.39219,0.33623
6422,1.0,1.0,1.0,1.0,1.0,1.0,0.38618,0.2847,0.31132,0.39072,0.23867,0.27413,0.40042,1.0,1.0,1.0,1.0,0.46232,0.43859,0.40804,0.34452
6423,1.0,1.0,1.0,1.0,1.0,1.0,0.4235,0.31531,0.25652,0.39192,0.32704,0.30952,0.29466,1.0,1.0,1.0,1.0,0.46179,0.42105,0.38751,0.32943
6424,1.0,1.0,1.0,1.0,1.0,1.0,0.36763,0.37282,0.2888,0.36486,0.31419,0.18234,0.1847,1.0,1.0,1.0,1.0,0.44186,0.43342,0.37705,0.33437
6425,1.0,1.0,1.0,1.0,1.0,1.0,0.43469,0.39285,0.34182,0.3319,0.33033,0.16035,0.12416,1.0,1.0,1.0,1.0,0.44294,0.42849,0.40024,0.32834
6426,1.0,1.0,1.0,1.0,1.0,1.0,0.45611,0.37648,0.30702,0.36327,0.27735,0.06828,0.05544,1.0,1.0,1.0,1.0,0.46916,0.42346,0.39868,0.33166
6427,1.0,1.0,1.0,1.0,1.0,1.0,0.4754,0.41095,0.29421,0.31222,0.32647,0.0,0.0,1.0,1.0,1.0,1.0,0.44017,0.42773,0.39604,0.32793
6428,1.0,1.0,1.0,1.0,1.0,1.0,0.44191,0.35423,0.29284,0.24881,0.33383,0.0,0.0,1.0,1.0,1.0,1.0,0.46348,0.42737,0.40009,0.327
6429,1.0,1.0,1.0,1.0,1.0,1.0,0.46713,0.34165,0.24668,0.28349,0.30693,0.0,0.0,1.0,1.0,1.0,1.0,0.45882,0.44694,0.40815,0.32309
6430,1.0,1.0,1.0,1.0,1.0,1.0,0.51904,0.28626,0.22361,0.27343,0.38675,0.0,0.0,1.0,1.0,1.0,1.0,0.45383,0.45038,0.38128,0.33008
6431,1.0,1.0,1.0,1.0,1.0,1.0,0.56783,0.247,0.22505,0.28528,0.30651,0.0,0.0,1.0,1.0,1.0,1.0,0.44558,0.43827,0.38515,0.33739
6432,1.0,1.0,1.0,1.0,1.0,1.0,0.50992,0.21313,0.2374,0.23521,0.39928,0.0,0.0,1.0,1.0,1.0,1.0,0.44235,0.45113,0.37802,0.33028
6433,1.0,1.0,1.0,1.0,1.0,1.0,0.43143,0.21215,0.2897,0.21153,0.31982,0.0,0.0,1.0,1.0,1.0,1.0,0.46353,0.42283,0.40513,0.32813
6434,1.0,1.0,1.0,1.0,1.0,1.0,0.38693,0.29244,0.28403,0.17315,0.26347,0.0,0.0,1.0,1.0,1.0,1.0,0.44516,0.45027,0.38038,0.33517
6435,1.0,1.0,1.0,1.0,1.0,1.0,0.34337,0.26827,0.23344,0.13523,0.19108,0.0,0.0,1.0,1.0,1.0,1.0,0.46105,0.44711,0.38256,0.34376
6436,1.0,1.0,1.0,1.0,1.0,1.0,0.37702,0.32795,0.21103,0.1449,0.20643,0.0,0.0,1.0,1.0,1.0,1.0,0.45766,0.43772,0.40737,0.32439
6437,1.0,1.0,1.0,1.0,1.0,1.0,0.38592,0.30279,0.27533,0.17894,0.17205,0.0,0.0,1.0,1.0,1.0,1.0,0.45184,0.44975,0.40603,0.34236
6438,1.0,1.0,1.0,1.0,1.0,1.0,0.41054,0.37154,0.28269,0.13107,0.18726,0.0,0.0,1.0,1.0,1.0,1.0,0.45586,0.44683,0.3922,0.33917
6439,1.0,1.0,1.0,1.0,1.0,1.0,0.36164,0.38659,0.23004,0.14792,0.18257,0.0,0.0,1.0,1.0,1.0,1.0,0.45672,0.45599,0.40348,0.32863
6440,1.0,1.0,1.0,1.0,1.0,1.0,0.36424,0.33399,0.22591,0.19636,0.28462,0.06503,0.07222,1.0,1.0,1.0,1.0,0.47312,0.42921,0.394,0.34685
6441,1.0,1.0,1.0,1.0,1.0,1.0,0.38322,0.32314,0.23143,0.19839,0.25502,0.16066,0.12988,1.0,1.0,1.0,1.0,0.4477,0.42264,0.38699,0.33015
6442,1.0,1.0,1.0,1.0,1.0,1.0,0.37246,0.30987,0.27695,0.23678,0.32153,0.21758,0.22814,1.0,1.0,1.0,1.0,0.46186,0.44525,0.38507,0.33623
6443,1.0,1.0,1.0,1.0,1.0,1.0,0.40389,0.25276,0.25182,0.23198,0.28906,0.31146,0.2009,1.0,1.0,1.0,1.0,0.44336,0.44658,0.3794,0.32834
6444,1.0,1.0,1.0,1.0,1.0,1.0,0.44914,0.28,0.26885,0.24938,0.3025,0.22661,0.23154,1.0,1.0,1.0,1.0,0.44957,0.45444,0.38557,0.33103
6445,1.0,1.0,1.0,1.0,1.0,1.0,0.4795,0.25449,0.3276,0.21981,0.34798,0.27145,0.34894,1.0,1.0,1.0,1.0,0.45276,0.42745,0.37986,0.32863
6446,1.0,1.0,1.0,1.0,1.0,1.0,0.51553,0.2156,0.35335,0.19572,0.34186,0.31158,0.38603,1.0,1.0,1.0,1.0,0.43847,0.43425,0.40202,0.32275
6447,1.0,1.0,1.0,1.0,1.0,1.0,0.47457,0.27898,0.31711,0.15296,0.30972,0.25439,0.21036,1.0,1.0,1.0,1.0,0.44757,0.43797,0.40779,0.32925
6448,1.0,1.0,1.0,1.0,1.0,1.0,0.52231,0.26329,0.33328,0.10292,0.26063,0.14413,0.22985,1.0,1.0,1.0,1.0,0.46948,0.44943,0.38441,0.32963
6449,1.0,1.0,1.0,1.0,1.0,1.0,0.57783,0.28774,0.29415,0.08491,0.30924,0.15939,0.17952,1.0,1.0,1.0,1.0,0.45679,0.44732,0.39779,0.32829
6450,1.0,1.0,1.0,1.0,1.0,1.0,0.58874,0.31152,0.28365,0.12009,0.23597,0.05084,0.06423,1.0,1.0,1.0,1.0,0.45152,0.43842,0.38485,0.33546
6451,1.0,1.0,1.0,1.0,1.0,1.0,0.63738,0.26911,0.30978,0.11596,0.21625,0.0,0.0,1.0,1.0,1.0,1.0,0.46489,0.4341,0.40337,0.32564
6452,1.0,1.0,1.0,1.0,1.0,1.0,0.54354,0.30461,0.2725,0.09938,0.2463,0.0,0.0,1.0,1.0,1.0,1.0,0.46318,0.45404,0.39605,0.34664
6453,1.0,1.0,1.0,1.0,1.0,1.0,0.47538,0.24976,0.21766,0.05936,0.33804,0.0,0.0,1.0,1.0,1.0,1.0,0.43771,0.44803,0.382,0.34343
6454,1.0,1.0,1.0,1.0,1.0,1.0,0.46704,0.30351,0.18208,0.0748,0.29456,0.0,0.0,1.0,1.0,1.0,1.0,0.47192,0.45484,0.37983,0.33183
6455,1.0,1.0,1.0,1.0,1.0,1.0,0.44006,0.3304,0.25088,0.11761,0.29622,0.0,0.0,1.0,1.0,1.0,1.0,0.47068,0.4437,0.40381,0.34901
6456,1.0,1.0,1.0,1.0,1.0,1.0,0.45197,0.28901,0.3068,0.07139,0.22501,0.0,0.0,1.0,1.0,1.0,1.0,0.43926,0.4224,0.3955,0.34717
6457,1.0,1.0,1.0,1.0,1.0,1.0,0.41951,0.24578,0.34902,0.11787,0.26816,0.0,0.0,1.0,1.0,1.0,1.0,0.44391,0.42807,0.40826,0.33655
6458,1.0,1.0,1.0,1.0,1.0,1.0,0.36528,0.21252,0.3439,0.17245,0.36413,0.0,0.0,1.0,1.0,1.0,1.0,0.46673,0.45016,0.38844,0.33185
6459,1.0,1.0,1.0,1.0,1.0,1.0,0.35035,0.23792,0.28749,0.12909,0.38956,0.0,0.0,1.0,1.0,1.0,1.0,0.45576,0.4333,0.37887,0.32599
6460,1.0,1.0,1.0,1.0,1.0,1.0,0.32374,0.30398,0.30258,0.19766,0.43348,0.0,0.0,1.0,1.0,1.0,1.0,0.47143,0.44257,0.38562,0.32618
6461,1.0,1.0,1.0,1.0,1.0,1.0,0.26662,0.36287,0.30134,0.26872,0.36087,0.0,0.0,1.0,1.0,1.0,1.0,0.44807,0.44515,0.38998,0.33932
6462,1.0,1.0,1.0,1.0,1.0,1.0,0.32169,0.34858,0.29045,0.27714,0.34584,0.0,0.0,1.0,1.0,1.0,1.0,0.47323,0.44306,0.41033,0.33637
6463,1.0,1.0,1.0,1.0,1.0,1.0,0.2965,0.32714,0.29044,0.21677,0.38143,0.0,0.0,1.0,1.0,1.0,1.0,0.4608,0.44519,0.39075,0.32765
6464,1.0,1.0,1.0,1.0,1.0,1.0,0.28484,0.29252,0.28403,0.24272,0.40597,0.05413,0.08768,1.0,1.0,1.0,1.0,0.45613,0.45272,0.38945,0.34508
6465,1.0,1.0,1.0,1.0,1.0,1.0,0.33301,0.28906,0.22799,0.26819,0.45218,0.14173,0.12568,1.0,1.0,1.0,1.0,0.45973,0.4243,0.40823,0.32553
6466,1.0,1.0,1.0,1.0,1.0,1.0,0.37635,0.30694,0.28235,0.23184,0.38648,0.17624,0.26118,1.0,1.0,1.0,1.0,0.46091,0.45453,0.38739,0.33829
6467,1.0,1.0,1.0,1.0,1.0,1.0,0.31791,0.25652,0.31425,0.25161,0.34305,0.30624,0.35619,1.0,1.0,1.0,1.0,0.44344,0.43188,0.39408,0.3265
6468,1.0,1.0,1.0,1.0,1.0,1.0,0.38614,0.29311,0.32774,0.23116,0.41863,0.24112,0.313,1.0,1.0,1.0,1.0,0.44008,0.43168,0.40775,0.34814
6469,1.0,1.0,1.0,1.0,1.0,1.0,0.39875,0.2614,0.34077,0.25872,0.47957,0.30064,0.35472,1.0,1.0,1.0,1.0,0.45093,0.44739,0.40109,0.32819
6470,1.0,1.0,1.0,1.0,1.0,1.0,0.4235,0.30289,0.34353,0.25416,0.49989,0.28651,0.23695,1.0,1.0,1.0,1.0,0.464,0.42633,0.39917,0.3357
6471,1.0,1.0,1.0,1.0,1.0,1.0,0.47697,0.29111,0.37842,0.30807,0.52427,0.26858,0.21456,1.0,1.0,1.0,1.0,0.46085,0.43342,0.40492,0.32581
6472,1.0,1.0,1.0,1.0,1.0,1.0,0.40514,0.25876,0.36461,0.2913,0.59402,0.20065,0.21305,1.0,1.0,1.0,1.0,0.44528,0.42366,0.40077,0.34426
6473,1.0,1.0,1.0,1.0,1.0,1.0,0.36638,0.29711,0.37567,0.24906,0.58003,0.14637,0.19613,1.0,1.0,1.0,1.0,0.45496,0.4259,0.38663,0.32413
6474,1.0,1.0,1.0,1.0,1.0,1.0,0.42601,0.32355,0.36182,0.22166,0.57569,0.06275,0.08746,1.0,1.0,1.0,1.0,0.45296,0.44614,0.38604,0.33871
6475,1.0,1.0,1.0,1.0,1.0,1.0,0.46362,0.34422,0.3716,0.21651,0.58824,0.0,0.0,1.0,1.0,1.0,1.0,0.45009,0.44588,0.40451,0.33982
6476,1.0,1.0,1.0,1.0,1.0,1.0,0.42426,0.39917,0.38011,0.23004,0.51892,0.0,0.0,1.0,1.0,1.0,1.0,0.44501,0.44591,0.40129,0.32431
6477,1.0,1.0,1.0,1.0,1.0,1.0,0.37747,0.37512,0.39428,0.23076,0.57888,0.0,0.0,1.0,1.0,1.0,1.0,0.45433,0.43847,0.40845,0.32725
6478,1.0,1.0,1.0,1.0,1.0,1.0,0.40087,0.33925,0.37344,0.23873,0.57356,0.0,0.0,1.0,1.0,1.0,1.0,0.44272,0.4442,0.39228,0.34392
6479,1.0,1.0,1.0,1.0,1.0,1.0,0.46471,0.35979,0.38044,0.18614,0.57094,0.0,0.0,1.0,1.0,1.0,1.0,0.4616,0.44189,0.40599,0.34873
6480,1.0,1.0,1.0,1.0,1.0,1.0,0.45916,0.29871,0.32386,0.21065,0.50311,0.0,0.0,1.0,1.0,1.0,1.0,0.44428,0.44142,0.39576,0.33777
6481,1.0,1.0,1.0,1.0,1.0,1.0,0.43108,0.269,0.32282,0.16388,0.46596,0.0,0.0,1.0,1.0,1.0,1.0,0.44338,0.45552,0.39895,0.33997
6482,1.0,1.0,1.0,1.0,1.0,1.0,0.36851,0.31599,0.37624,0.14366,0.40602,0.0,0.0,1.0,1.0,1.0,1.0,0.45408,0.43823,0.38967,0.3493
6483,1.0,1.0,1.0,1.0,1.0,1.0,0.342,0.28069,0.36026,0.12651,0.39774,0.0,0.0,1.0,1.0,1.0,1.0,0.45925,0.44855,0.39768,0.34531
6484,1.0,1.0,1.0,1.0,1.0,1.0,0.38606,0.26642,0.36482,0.16627,0.41615,0.0,0.0,1.0,1.0,1.0,1.0,0.46243,0.4382,0.40238,0.32789
6485,1.0,1.0,1.0,1.0,1.0,1.0,0.33505,0.31725,0.3661,0.22071,0.38075,0.0,0.0,1.0,1.0,1.0,1.0,0.45588,0.42563,0.38447,0.34023
6486,1.0,1.0,1.0,1.0,1.0,1.0,0.31175,0.34314,0.37133,0.23218,0.29986,0.0,0.0,1.0,1.0,1.0,1.0,0.45899,0.44165,0.38068,0.33616
6487,1.0,1.0,1.0,1.0,1.0,1.0,0.34338,0.40485,0.38772,0.19749,0.28254,0.0,0.0,1.0,1.0,1.0,1.0,0.45889,0.45532,0.40773,0.33285
6488,1.0,1.0,1.0,1.0,1.0,1.0,0.28314,0.45933,0.41828,0.27011,0.29946,0.05808,0.06979,1.0,1.0,1.0,1.0,0.45064,0.43146,0.40576,0.34604
6489,1.0,1.0,1.0,1.0,1.0,1.0,0.26434,0.50932,0.37861,0.28664,0.30121,0.12205,0.1806,1.0,1.0,1.0,1.0,0.4428,0.42577,0.38937,0.33034
6490,1.0,1.0,1.0,1.0,1.0,1.0,0.23285,0.43121,0.36284,0.23103,0.3961,0.20023,0.26095,1.0,1.0,1.0,1.0,0.46296,0.44569,0.40157,0.33843
6491,1.0,1.0,1.0,1.0,1.0,1.0,0.22093,0.4711,0.39175,0.19574,0.39104,0.27513,0.33943,1.0,1.0,1.0,1.0,0.46205,0.44232,0.38813,0.34733
6492,1.0,1.0,1.0,1.0,1.0,1.0,0.21155,0.42544,0.36155,0.19775,0.3645,0.28489,0.29004,1.0,1.0,1.0,1.0,0.44422,0.45335,0.383,0.33855
6493,1.0,1.0,1.0,1.0,1.0,1.0,0.15767,0.39329,0.33225,0.24827,0.4375,0.28709,0.38213,1.0,1.0,1.0,1.0,0.44263,0.42889,0.39229,0.34716
6494,1.0,1.0,1.0,1.0,1.0,1.0,0.14956,0.39413,0.28255,0.28205,0.52004,0.22201,0.2694,1.0,1.0,1.0,1.0,0.44357,0.42511,0.3891,0.34198
6495,1.0,1.0,1.0,1.0,1.0,1.0,0.11942,0.34941,0.30047,0.32955,0.43147,0.18974,0.28789,1.0,1.0,1.0,1.0,0.47364,0.44274,0.37998,0.32387
6496,1.0,1.0,1.0,1.0,1.0,1.0,0.16235,0.29067,0.34361,0.35509,0.40011,0.1881,0.21017,1.0,1.0,1.0,1.0,0.46021,0.44255,0.40353,0.33206
6497,1.0,1.0,1.0,1.0,1.0,1.0,0.21418,0.34571,0.3422,0.3943,0.48363,0.09902,0.17121,1.0,1.0,1.0,1.0,0.44444,0.43143,0.38473,0.32719
6498,1.0,1.0,1.0,1.0,1.0,1.0,0.29043,0.38158,0.37898,0.43733,0.4149,0.06619,0.07229,1.0,1.0,1.0,1.0,0.45372,0.43669,0.40119,0.34754
6499,1.0,1.0,1.0,1.0,1.0,1.0,0.23916,0.43408,0.37394,0.44585,0.37855,0.0,0.0,1.0,1.0,1.0,1.0,0.4694,0.43962,0.39249,0.34165
6500,1.0,1.0,1.0,1.0,1.0,1.0,0.2074,0.42044,0.32548,0.48568,0.39409,0.0,0.0,1.0,1.0,1.0,1.0,0.47145,0.43482,0.38672,0.34129
6501,1.0,1.0,1.0,1.0,1.0,1.0,0.1763,0.45154,0.35862,0.48957,0.42292,0.0,0.0,1.0,1.0,1.0,1.0,0.45234,0.42592,0.40564,0.33085
6502,1.0,1.0,1.0,1.0,1.0,1.0,0.15662,0.46641,0.35621,0.42846,0.46986,0.0,0.0,1.0,1.0,1.0,1.0,0.47254,0.43062,0.40153,0.33145
6503,1.0,1.0,1.0,1.0,1.0,1.0,0.12866,0.43325,0.35192,0.4852,0.39337,0.0,0.0,1.0,1.0,1.0,1.0,0.44811,0.45028,0.41056,0.33352
6504,1.0,1.0,1.0,1.0,1.0,1.0,0.16042,0.36508,0.3132,0.43248,0.43843,0.0,0.0,1.0,1.0,1.0,1.0,0.46186,0.44724,0.39458,0.33661
6505,1.0,1.0,1.0,1.0,1.0,1.0,0.10453,0.40571,0.25505,0.40415,0.37339,0.0,0.0,1.0,1.0,1.0,1.0,0.45186,0.45674,0.39403,0.34661
6506,1.0,1.0,1.0,1.0,1.0,1.0,0.10051,0.42895,0.31612,0.39167,0.39406,0.0,0.0,1.0,1.0,1.0,1.0,0.4502,0.4274,0.40849,0.35052
6507,1.0,1.0,1.0,1.0,1.0,1.0,0.05768,0.4723,0.32058,0.44044,0.38034,0.0,0.0,1.0,1.0,1.0,1.0,0.45564,0.45518,0.39392,0.34002
6508,1.0,1.0,1.0,1.0,1.0,1.0,0.15599,0.50753,0.26666,0.45033,0.43659,0.0,0.0,1.0,1.0,1.0,1.0,0.44649,0.43855,0.39745,0.32991
6509,1.0,1.0,1.0,1.0,1.0,1.0,0.15074,0.52196,0.21673,0.45364,0.50679,0.0,0.0,1.0,1.0,1.0,1.0,0.45745,0.43424,0.39594,0.3385
6510,1.0,1.0,1.0,1.0,1.0,1.0,0.14737,0.47762,0.23666,0.50649,0.48382,0.0,0.0,1.0,1.0,1.0,1.0,0.4573,0.46088,0.4108,0.34814
6511,1.0,1.0,1.0,1.0,1.0,1.0,0.19884,0.50262,0.23873,0.43053,0.48697,0.0,0.0,1.0,1.0,1.0,1.0,0.44927,0.42918,0.39222,0.33379
6512,1.0,1.0,1.0,1.0,1.0,1.0,0.1395,0.49439,0.24239,0.36954,0.5218,0.06351,0.06635,1.0,1.0,1.0,1.0,0.44542,0.4457,0.38927,0.34202
6513,1.0,1.0,1.0,1.0,1.0,1.0,0.10558,0.46072,0.28679,0.36736,0.56295,0.08864,0.16459,1.0,1.0,1.0,1.0,0.46957,0.45926,0.39213,0.33491
6514,1.0,1.0,1.0,1.0,1.0,1.0,0.15184,0.47534,0.30167,0.32831,0.57647,0.13743,0.27035,1.0,1.0,1.0,1.0,0.45506,0.45795,0.39168,0.3451
6515,1.0,1.0,1.0,1.0,1.0,1.0,0.1652,0.39506,0.36323,0.31432,0.50741,0.20491,0.32362,1.0,1.0,1.0,1.0,0.45759,0.45652,0.40248,0.3385
6516,1.0,1.0,1.0,1.0,1.0,1.0,0.22733,0.43745,0.35658,0.3405,0.4204,0.33853,0.27895,1.0,1.0,1.0,1.0,0.45361,0.45274,0.38153,0.34949
6517,1.0,1.0,1.0,1.0,1.0,1.0,0.28878,0.43919,0.2927,0.3907,0.44262,0.27021,0.29997,1.0,1.0,1.0,1.0,0.44439,0.43002,0.3911,0.33791
6518,1.0,1.0,1.0,1.0,1.0,1.0,0.2532,0.39852,0.34971,0.39739,0.47191,0.30196,0.27613,1.0,1.0,1.0,1.0,0.47142,0.44819,0.40761,0.35077
6519,1.0,1.0,1.0,1.0,1.0,1.0,0.30511,0.33744,0.33387,0.41627,0.4202,0.18651,0.21358,1.0,1.0,1.0,1.0,0.46236,0.45546,0.39097,0.33663
6520,1.0,1.0,1.0,1.0,1.0,1.0,0.31208,0.3851,0.3835,0.36031,0.47649,0.21904,0.24753,1.0,1.0,1.0,1.0,0.46133,0.43633,0.39108,0.33237
6521,1.0,1.0,1.0,1.0,1.0,1.0,0.38822,0.43561,0.38902,0.30161,0.43364,0.12604,0.13202,1.0,1.0,1.0,1.0,0.46125,0.44724,0.41193,0.35055
6522,1.0,1.0,1.0,1.0,1.0,1.0,0.42502,0.44191,0.41146,0.24172,0.47443,0.0568,0.05114,1.0,1.0,1.0,1.0,0.4666,0.45888,0.39259,0.32656
6523,1.0,1.0,1.0,1.0,1.0,1.0,0.42961,0.42367,0.34668,0.20195,0.48896,0.0,0.0,1.0,1.0,1.0,1.0,0.47519,0.43576,0.38178,0.34888
6524,1.0,1.0,1.0,1.0,1.0,1.0,0.36067,0.38092,0.33194,0.19793,0.43873,0.0,0.0,1.0,1.0,1.0,1.0,0.4652,0.43481,0.38495,0.33881
6525,1.0,1.0,1.0,1.0,1.0,1.0,0.32164,0.39485,0.3147,0.25054,0.40228,0.0,0.0,1.0,1.0,1.0,1.0,0.44604,0.43841,0.39772,0.34063
6526,1.0,1.0,1.0,1.0,1.0,1.0,0.33375,0.32766,0.34859,0.31984,0.41696,0.0,0.0,1.0,1.0,1.0,1.0,0.46935,0.45657,0.39492,0.33894
6527,1.0,1.0,1.0,1.0,1.0,1.0,0.41029,0.31393,0.34338,0.35239,0.38657,0.0,0.0,1.0,1.0,1.0,1.0,0.4605,0.43617,0.39207,0.34817
6528,1.0,1.0,1.0,1.0,1.0,1.0,0.38678,0.31775,0.32882,0.31662,0.35742,0.0,0.0,1.0,1.0,1.0,1.0,0.4469,0.45864,0.39454,0.33986
6529,1.0,1.0,1.0,1.0,1.0,1.0,0.42375,0.31778,0.34245,0.3738,0.3646,0.0,0.0,1.0,1.0,1.0,1.0,0.45867,0.45015,0.3874,0.33431
6530,1.0,1.0,1.0,1.0,1.0,1.0,0.40869,0.35282,0.27979,0.42371,0.36006,0.0,0.0,1.0,1.0,1.0,1.0,0.48026,0.444,0.38413,0.34463
6531,1.0,1.0,1.0,1.0,1.0,1.0,0.41095,0.3099,0.33894,0.4326,0.38777,0.0,0.0,1.0,1.0,1.0,1.0,0.4545,0.43286,0.38998,0.33568
6532,1.0,1.0,1.0,1.0,1.0,1.0,0.46906,0.37676,0.38631,0.41195,0.3612,0.0,0.0,1.0,1.0,1.0,1.0,0.47703,0.44142,0.40441,0.32501
6533,1.0,1.0,1.0,1.0,1.0,1.0,0.44225,0.42458,0.37057,0.41787,0.3506,0.0,0.0,1.0,1.0,1.0,1.0,0.47778,0.45554,0.38377,0.32506
6534,1.0,1.0,1.0,1.0,1.0,1.0,0.37229,0.45655,0.32741,0.38934,0.29311,0.0,0.0,1.0,1.0,1.0,1.0,0.47922,0.45307,0.40108,0.34844
6535,1.0,1.0,1.0,1.0,1.0,1.0,0.33692,0.39342,0.3109,0.34362,0.36894,0.0,0.0,1.0,1.0,1.0,1.0,0.45822,0.45855,0.38864,0.34744
6536,1.0,1.0,1.0,1.0,1.0,1.0,0.41216,0.43641,0.36756,0.30662,0.46096,0.05223,0.04644,1.0,1.0,1.0,1.0,0.4598,0.45801,0.38394,0.32538
6537,1.0,1.0,1.0,1.0,1.0,1.0,0.38831,0.48601,0.34153,0.35933,0.47367,0.14278,0.16556,1.0,1.0,1.0,1.0,0.46499,0.44962,0.38468,0.32527
6538,1.0,1.0,1.0,1.0,1.0,1.0,0.40114,0.51641,0.36579,0.31477,0.52794,0.1644,0.17039,1.0,1.0,1.0,1.0,0.47271,0.45344,0.41016,0.33252
6539,1.0,1.0,1.0,1.0,1.0,1.0,0.46035,0.49991,0.39705,0.28249,0.60481,0.20898,0.20767,1.0,1.0,1.0,1.0,0.47624,0.45955,0.40986,0.33494
6540,1.0,1.0,1.0,1.0,1.0,1.0,0.50952,0.44838,0.44723,0.24857,0.50827,0.25745,0.21819,1.0,1.0,1.0,1.0,0.45886,0.44356,0.4012,0.34438
6541,1.0,1.0,1.0,1.0,1.0,1.0,0.53438,0.44788,0.38508,0.20038,0.51164,0.34526,0.34772,1.0,1.0,1.0,1.0,0.47982,0.45193,0.39127,0.34112
6542,1.0,1.0,1.0,1.0,1.0,1.0,0.589,0.40227,0.34678,0.19821,0.51,0.31774,0.28325,1.0,1.0,1.0,1.0,0.46876,0.44522,0.38928,0.32912
6543,1.0,1.0,1.0,1.0,1.0,1.0,0.59073,0.35071,0.37066,0.21546,0.49872,0.19351,0.31776,1.0,1.0,1.0,1.0,0.44653,0.43331,0.41048,0.35007
6544,1.0,1.0,1.0,1.0,1.0,1.0,0.62058,0.37799,0.34129,0.19092,0.55325,0.22814,0.26803,1.0,1.0,1.0,1.0,0.44807,0.44317,0.3969,0.33935
6545,1.0,1.0,1.0,1.0,1.0,1.0,0.56829,0.40988,0.35711,0.15554,0.51096,0.15361,0.11691,1.0,1.0,1.0,1.0,0.4553,0.43384,0.38423,0.34297
6546,1.0,1.0,1.0,1.0,1.0,1.0,0.60957,0.43733,0.37563,0.14666,0.51157,0.03861,0.04273,1.0,1.0,1.0,1.0,0.46664,0.43589,0.39803,0.342
6547,1.0,1.0,1.0,1.0,1.0,1.0,0.5734,0.39996,0.30953,0.1584,0.45271,0.0,0.0,1.0,1.0,1.0,1.0,0.47045,0.45451,0.38966,0.33273
6548,1.0,1.0,1.0,1.0,1.0,1.0,0.57856,0.43074,0.26834,0.17837,0.43421,0.0,0.0,1.0,1.0,1.0,1.0,0.44788,0.43152,0.39228,0.34995
6549,1.0,1.0,1.0,1.0,1.0,1.0,0.61618,0.42144,0.29933,0.15241,0.41616,0.0,0.0,1.0,1.0,1.0,1.0,0.45347,0.45508,0.39554,0.32937
6550,1.0,1.0,1.0,1.0,1.0,1.0,0.58774,0.39886,0.30859,0.22021,0.37416,0.0,0.0,1.0,1.0,1.0,1.0,0.45438,0.43914,0.38879,0.33382
